ReviewID,ReviewTime,Review
5.55676e+17,Thu Jan 15 10:41:27 +0000 2015,uk opposition labour pledge ban unhealthy child food
5.55672e+17,Thu Jan 15 10:25:45 +0000 2015,boehringer ingelheim say may sell u generic
5.55648e+17,Thu Jan 15 08:51:00 +0000 2015,china approves new polio vaccine
5.55617e+17,Thu Jan 15 06:45:08 +0000 2015,insight big pharma face new price pressure aggressive insurer
5.55596e+17,Thu Jan 15 05:24:08 +0000 2015,mental health issue may increase hiv risk among gay
5.55523e+17,Thu Jan 15 00:33:57 +0000 2015,british hospital say suspected ebola case
5.55516e+17,Thu Jan 15 00:04:20 +0000 2015,british hospital say suspected ebola case
5.55512e+17,Wed Jan 14 23:48:39 +0000 2015,fda say one dead
5.55498e+17,Wed Jan 14 22:52:31 +0000 2015,abuse opiate based painkiller seen declining u
5.55477e+17,Wed Jan 14 21:29:08 +0000 2015,younger woman heart disease preventable
5.5547e+17,Wed Jan 14 21:02:09 +0000 2015,j amp j say woman illegally solicited join mesh lawsuit
5.5546e+17,Wed Jan 14 20:23:44 +0000 2015,genome wiz venter partner roche dna sequencing deal
5.55445e+17,Wed Jan 14 19:23:10 +0000 2015,scientist find key gene mutation behind inherited heart disease
5.55436e+17,Wed Jan 14 18:47:05 +0000 2015,u need raise investment
5.55436e+17,Wed Jan 14 18:47:04 +0000 2015,u government put obamacare enrollment 6 8 million jan 9
5.55436e+17,Wed Jan 14 18:47:04 +0000 2015,new ebola case slump three worst hit country
5.55427e+17,Wed Jan 14 18:13:10 +0000 2015,canada
5.55427e+17,Wed Jan 14 18:13:10 +0000 2015,cooling brain protein could aid search alzheimer treatment
5.55421e+17,Wed Jan 14 17:48:41 +0000 2015,u hospital make stride cutting key infection cdc report
5.55413e+17,Wed Jan 14 17:17:02 +0000 2015,india reject gilead hepatitis c drug patent request
5.55396e+17,Wed Jan 14 16:09:39 +0000 2015,fda approves enteromedics novel device treat obesity
5.55392e+17,Wed Jan 14 15:51:34 +0000 2015,ebola health worker face life death decision pregnant woman expert
5.55356e+17,Wed Jan 14 13:29:44 +0000 2015,u soldier test negative ebola death texas base
5.55348e+17,Wed Jan 14 12:58:17 +0000 2015,woman dy egypt h5n1 bird flu
5.55335e+17,Wed Jan 14 12:04:07 +0000 2015,ebola test player nation cup
5.55335e+17,Wed Jan 14 12:04:07 +0000 2015,tanzania ban witch doctor deter albino killing
5.55282e+17,Wed Jan 14 08:34:50 +0000 2015,mcdonald japan find link thai plant plastic mcnugget
5.55277e+17,Wed Jan 14 08:16:40 +0000 2015,astrazeneca heart drug hit goal major clinical trial
5.55197e+17,Wed Jan 14 02:57:02 +0000 2015,chipotle suspends pork sale third u restaurant
5.55157e+17,Wed Jan 14 00:17:17 +0000 2015,ebola health worker face life death decision pregnant woman expert
5.55157e+17,Wed Jan 14 00:17:16 +0000 2015,helping chronic fatigue patient fear eas symptom
5.55154e+17,Wed Jan 14 00:06:01 +0000 2015,gilead
5.55145e+17,Tue Jan 13 23:30:28 +0000 2015,aetna ceo say decision yet cover hepatitis c drug
5.5514e+17,Tue Jan 13 23:11:55 +0000 2015,racial difference breast cancer outcome partly biological
5.55128e+17,Tue Jan 13 22:22:39 +0000 2015,stable childhood may lead healthy adult heart
5.55114e+17,Tue Jan 13 21:28:17 +0000 2015,gun suicide far common homicide
5.55106e+17,Tue Jan 13 20:54:40 +0000 2015,express script see opportunity lower cancer treatment cost
5.55102e+17,Tue Jan 13 20:38:55 +0000 2015,u soldier returned west africa dy near texas base
5.55097e+17,Tue Jan 13 20:20:49 +0000 2015,pfizer developing pcsk9 pill
5.55065e+17,Tue Jan 13 18:14:30 +0000 2015,california link 26 measles case disneyland outbreak
5.55059e+17,Tue Jan 13 17:47:54 +0000 2015,obese kid head start get healthier year
5.55055e+17,Tue Jan 13 17:32:07 +0000 2015,astrazeneca loses german court appeal seroquel xr drug patent
5.5505e+17,Tue Jan 13 17:14:04 +0000 2015,liberia say limit ebola spread two county
5.55029e+17,Tue Jan 13 15:48:32 +0000 2015,roche seal licensing deal antibiotic boosting drug battle superbug
5.55016e+17,Tue Jan 13 14:59:01 +0000 2015,cdc director confident get zero ebola case
5.55012e+17,Tue Jan 13 14:43:09 +0000 2015,usaid eye guinea liberia
5.55009e+17,Tue Jan 13 14:29:48 +0000 2015,lilly test combination merck
5.54996e+17,Tue Jan 13 13:37:57 +0000 2015,israel medisafe raise fund drug management technology
5.54993e+17,Tue Jan 13 13:26:52 +0000 2015,j amp j deal develop microbiome drug bowel disease
5.54993e+17,Tue Jan 13 13:26:51 +0000 2015,india court bar cipla selling copy novartis respiratory drug
5.54983e+17,Tue Jan 13 12:48:33 +0000 2015,fda seek safety data antares testosterone drug
5.54975e+17,Tue Jan 13 12:16:53 +0000 2015,coming soon workplace near wellness else
5.54897e+17,Tue Jan 13 07:06:16 +0000 2015,california link 26 measles case disneyland outbreak
5.54822e+17,Tue Jan 13 02:09:22 +0000 2015,colorado patient tested ebola state health official
5.54819e+17,Tue Jan 13 01:53:45 +0000 2015,china ban u poultry
5.54809e+17,Tue Jan 13 01:15:21 +0000 2015,replacement bpa plastic also suspect study
5.548e+17,Tue Jan 13 00:41:23 +0000 2015,cancer survivor plagued lack personal control
5.548e+17,Tue Jan 13 00:41:22 +0000 2015,braille challenge set high expectation blind student
5.54796e+17,Tue Jan 13 00:23:24 +0000 2015,u insurer squeeze diabetes drug price eli lilly
5.54786e+17,Mon Jan 12 23:45:13 +0000 2015,fda launch project cut quality control lapse drugmakers
5.54786e+17,Mon Jan 12 23:45:12 +0000 2015,new york clinic treated joan river lose accreditation
5.54759e+17,Mon Jan 12 21:57:10 +0000 2015,u house republican optimistic obamacare replacement plan
5.54757e+17,Mon Jan 12 21:50:23 +0000 2015,china ban u poultry
5.54751e+17,Mon Jan 12 21:25:23 +0000 2015,ebola
5.54743e+17,Mon Jan 12 20:51:38 +0000 2015,merck
5.54723e+17,Mon Jan 12 19:34:19 +0000 2015,older diabetic may pushing blood sugar low
5.54713e+17,Mon Jan 12 18:54:41 +0000 2015,colorado patient tested ebola state health official
5.547e+17,Mon Jan 12 18:00:41 +0000 2015,kid may think light smoking safe
5.54697e+17,Mon Jan 12 17:49:31 +0000 2015,britain health service halt access costly cancer drug
5.54689e+17,Mon Jan 12 17:17:55 +0000 2015,higher fiber diet linked lower risk death
5.5467e+17,Mon Jan 12 16:03:42 +0000 2015,pfizer partner dna research firm study lupus disease
5.5467e+17,Mon Jan 12 16:03:42 +0000 2015,supreme court reject new challenge obamacare law
5.54645e+17,Mon Jan 12 14:24:37 +0000 2015,fda place arrowhead hepatitis b drug partial hold
5.54645e+17,Mon Jan 12 14:24:37 +0000 2015,taiwan report h5n8 bird flu outbreak oie
5.54645e+17,Mon Jan 12 14:24:32 +0000 2015,british ebola patient recovering
5.54643e+17,Mon Jan 12 14:17:46 +0000 2015,hi tech tracker play big role fitness 2015 expert
5.54637e+17,Mon Jan 12 13:52:59 +0000 2015,abbvie win u approval parkinson treatment
5.54633e+17,Mon Jan 12 13:37:24 +0000 2015,extreme measure needed see ebola shot development
5.54603e+17,Mon Jan 12 11:37:58 +0000 2015,e learning match traditional training doctor
5.54583e+17,Mon Jan 12 10:19:16 +0000 2015,j amp j strike alzheimer deal ac immune worth 509 million
5.54583e+17,Mon Jan 12 10:19:16 +0000 2015,shire buy np 5 2 billion boost rare disease drug
5.54545e+17,Mon Jan 12 07:46:04 +0000 2015,astrazeneca cancer virus deal omnis pharmaceutical
5.54537e+17,Mon Jan 12 07:14:42 +0000 2015,merck speed drug submission plan hep c
5.54529e+17,Mon Jan 12 06:43:08 +0000 2015,sanofi
5.54487e+17,Mon Jan 12 03:56:32 +0000 2015,bristol myers say panel find opdivo lung cancer study meet endpoint
5.54059e+17,Sat Jan 10 23:36:59 +0000 2015,california apple plant linked deadly listeria outbreak fda
5.54041e+17,Sat Jan 10 22:22:53 +0000 2015,u judge rule haitian cannot sue u n cholera epidemic
5.54029e+17,Sat Jan 10 21:38:00 +0000 2015,medical charity msf open ebola clinic pregnant woman
5.53918e+17,Sat Jan 10 14:14:38 +0000 2015,cambodia find 212 hiv unlicensed medic operated
5.53692e+17,Fri Jan 09 23:16:14 +0000 2015,surrogate mother fine decade following birth
5.53692e+17,Fri Jan 09 23:16:13 +0000 2015,compression stocking may ease sleep apnea
5.53672e+17,Fri Jan 09 21:59:37 +0000 2015,active tied lower alcoholism risk
5.53638e+17,Fri Jan 09 19:44:37 +0000 2015,u lab worker possibly exposed ebola showing symptom cdc
5.53638e+17,Fri Jan 09 19:44:37 +0000 2015,u official urge use antiviral fight bad flu season
5.53591e+17,Fri Jan 09 16:37:37 +0000 2015,voodoo priest
5.53581e+17,Fri Jan 09 15:54:55 +0000 2015,daiichi sankyo pay 39 million settle u kickback claim doj
5.53558e+17,Fri Jan 09 14:24:43 +0000 2015,portola drug revers effect blood thinner xarelto
5.53538e+17,Fri Jan 09 13:06:01 +0000 2015,argo hiv drug miss main goal mid stage study
5.53529e+17,Fri Jan 09 12:27:42 +0000 2015,tailor made vaccine set banish africa meningitis epidemic
5.53508e+17,Fri Jan 09 11:04:34 +0000 2015,china allow online sale prescription drug early month source
5.53482e+17,Fri Jan 09 09:23:19 +0000 2015,ethiopia launch school program treat parasitic worm
5.5344e+17,Fri Jan 09 06:36:33 +0000 2015,roche say u regulator approve blood test three virus
5.5344e+17,Fri Jan 09 06:36:33 +0000 2015,sanofi
5.53344e+17,Fri Jan 09 00:13:47 +0000 2015,u fda approves daiichi anti clotting drug
5.53327e+17,Thu Jan 08 23:08:36 +0000 2015,music therapy may bring troubled family together
5.53323e+17,Thu Jan 08 22:52:51 +0000 2015,tv medical advice always backed evidence
5.53316e+17,Thu Jan 08 22:23:44 +0000 2015,doc suggest hpv screening first cervical cancer
5.53271e+17,Thu Jan 08 19:25:52 +0000 2015,bird flu prompt emergency quarantine poultry washington state
5.53243e+17,Thu Jan 08 17:33:16 +0000 2015,father may hormonal change
5.53239e+17,Thu Jan 08 17:15:18 +0000 2015,pivotal ebola vaccine trial start month next
5.53229e+17,Thu Jan 08 16:36:56 +0000 2015,pfizer
5.53218e+17,Thu Jan 08 15:53:53 +0000 2015,scientist discovered new antibiotic kill serious infection without resistance
5.532e+17,Thu Jan 08 14:42:27 +0000 2015,cytrx cancer drug show promise mid stage study
5.53185e+17,Thu Jan 08 13:43:55 +0000 2015,abbvie
5.53185e+17,Thu Jan 08 13:43:55 +0000 2015,impax parkinson drug get fda approval
5.53181e+17,Thu Jan 08 13:28:02 +0000 2015,biogen say mid stage optic nerve treatment study succeeds
5.53177e+17,Thu Jan 08 13:12:26 +0000 2015,infinity pharma stop developing drug rheumatoid arthritis
5.53171e+17,Thu Jan 08 12:45:15 +0000 2015,gw pharma cannabis drug fails cancer pain study
5.53167e+17,Thu Jan 08 12:29:32 +0000 2015,top connecticut court hear argument teen cancer care
5.53163e+17,Thu Jan 08 12:13:38 +0000 2015,scientist find antibiotic kill bug without resistance
5.53156e+17,Thu Jan 08 11:46:32 +0000 2015,medical aid unable enter syrian rebel held aleppo
5.53087e+17,Thu Jan 08 07:14:17 +0000 2015,novartis file u approval two copd treatment
5.52989e+17,Thu Jan 08 00:44:59 +0000 2015,california health official link measles outbreak disneyland
5.52974e+17,Wed Jan 07 23:44:08 +0000 2015,health problem lead loss home
5.52974e+17,Wed Jan 07 23:44:08 +0000 2015,avocado day lower bad cholesterol
5.52974e+17,Wed Jan 07 23:44:07 +0000 2015,halozyme ceo see blockbuster potential cancer drug
5.52953e+17,Wed Jan 07 22:20:46 +0000 2015,racing video game may influence later behavior
5.52953e+17,Wed Jan 07 22:20:46 +0000 2015,fda panel unanimously back novartis copy amgen neupogen
5.52948e+17,Wed Jan 07 22:00:36 +0000 2015,h amp r block see obamacare boost ceo
5.52927e+17,Wed Jan 07 20:37:16 +0000 2015,sign ebola may leveling sierra leone
5.52913e+17,Wed Jan 07 19:40:56 +0000 2015,sign ups rise 6 6 million jan 2 u government
5.52895e+17,Wed Jan 07 18:31:20 +0000 2015,exclusive american red cross pressured rid tobacco money
5.52889e+17,Wed Jan 07 18:06:17 +0000 2015,delaware court order siga pay pharmathene 113 million
5.52889e+17,Wed Jan 07 18:06:17 +0000 2015,extra antioxidant may make little difference lifespan
5.52875e+17,Wed Jan 07 17:12:17 +0000 2015,u court upholds ny state vaccination requirement student
5.52871e+17,Wed Jan 07 16:56:34 +0000 2015,white house issue veto threat house bill obamacare tweak
5.52859e+17,Wed Jan 07 16:07:00 +0000 2015,u supplier china food scare take aim shanghai regulator
5.52852e+17,Wed Jan 07 15:37:45 +0000 2015,nepal issue passport third gender sexual minority
5.52807e+17,Wed Jan 07 12:42:13 +0000 2015,appeal court hear argument restrictive texas abortion law
5.52791e+17,Wed Jan 07 11:36:52 +0000 2015,novartis tap gene editing next generation drug
5.52722e+17,Wed Jan 07 07:04:38 +0000 2015,mcdonald japan say taking step ensure safety food
5.52713e+17,Wed Jan 07 06:26:15 +0000 2015,china regulator strengthen grim food
5.52615e+17,Tue Jan 06 23:59:10 +0000 2015,mcdonald japan brief chicken nugget woe wednesday nhk
5.5261e+17,Tue Jan 06 23:36:34 +0000 2015,u seizes 18 million owner pharmacy tied meningitis outbreak
5.52602e+17,Tue Jan 06 23:05:08 +0000 2015,kalobios drop lung infection drug
5.52597e+17,Tue Jan 06 22:47:09 +0000 2015,gastric bypass may save life time
5.52589e+17,Tue Jan 06 22:15:38 +0000 2015,complication vitro fertilization rare u
5.52589e+17,Tue Jan 06 22:15:38 +0000 2015,fda clear wider use rapid test influenza
5.52589e+17,Tue Jan 06 22:15:37 +0000 2015,pennsylvania agrees keep mentally ill inmate solitary
5.52561e+17,Tue Jan 06 20:23:04 +0000 2015,opening republican salvo obamacare draw fire side
5.52561e+17,Tue Jan 06 20:23:04 +0000 2015,binge drinking likely kill middle aged american
5.52561e+17,Tue Jan 06 20:23:03 +0000 2015,life expectancy type 1 diabetes may improving
5.52539e+17,Tue Jan 06 18:55:18 +0000 2015,ebola volunteer praised
5.52534e+17,Tue Jan 06 18:35:10 +0000 2015,healthy obesity often becomes unhealthy time
5.52516e+17,Tue Jan 06 17:25:10 +0000 2015,23andme
5.52507e+17,Tue Jan 06 16:47:00 +0000 2015,trial untested ebola drug begin west africa
5.525e+17,Tue Jan 06 16:19:58 +0000 2015,doctor block belgian murderer euthanasia
5.52474e+17,Tue Jan 06 14:36:22 +0000 2015,fda approves first dermal filler treat acne scarring
5.52465e+17,Tue Jan 06 14:00:31 +0000 2015,dash named best overall diet fifth year report
5.52465e+17,Tue Jan 06 14:00:31 +0000 2015,say report suspected ebola case iraq untrue
5.52432e+17,Tue Jan 06 11:52:05 +0000 2015,cytrx cancer drug show promise mid stage study
5.52407e+17,Tue Jan 06 10:13:00 +0000 2015,britain vectura collaborates janssen asthma
5.52371e+17,Tue Jan 06 07:46:51 +0000 2015,j amp j bavarian nordic start clinical test ebola vaccine
5.52354e+17,Tue Jan 06 06:41:36 +0000 2015,south korea say find cattle infected foot mouth
5.52283e+17,Tue Jan 06 02:00:21 +0000 2015,stricter control needed surge marijuana ill u anti pot group
5.52283e+17,Tue Jan 06 02:00:20 +0000 2015,corn syrup toxic table sugar female mouse study
5.52266e+17,Tue Jan 06 00:50:17 +0000 2015,researcher identify new strain deadly pig virus u
5.52234e+17,Mon Jan 05 22:41:56 +0000 2015,stricter control needed surge marijuana ill u anti pot group
5.52226e+17,Mon Jan 05 22:12:59 +0000 2015,evidence keeping electronics kid bedroom
5.52219e+17,Mon Jan 05 21:43:36 +0000 2015,flu widespread 43 u state cdc report
5.52213e+17,Mon Jan 05 21:18:51 +0000 2015,breaking law may sign dementia
5.52196e+17,Mon Jan 05 20:13:29 +0000 2015,cold weather actually cause cold
5.52192e+17,Mon Jan 05 19:57:54 +0000 2015,eating whole grain may linked living longer
5.52174e+17,Mon Jan 05 18:45:47 +0000 2015,britain say strengthened ebola screening first case
5.52174e+17,Mon Jan 05 18:45:44 +0000 2015,u appeal court hear argument texas abortion restriction
5.52166e+17,Mon Jan 05 18:14:19 +0000 2015,u end special ebola screening traveler mali
5.52159e+17,Mon Jan 05 17:45:14 +0000 2015,cv cover gilead hepatitis c treatment new abbvie drug cnbc
5.52155e+17,Mon Jan 05 17:29:22 +0000 2015,ebola death top 8
5.52144e+17,Mon Jan 05 16:46:38 +0000 2015,study question value prolonged rest acute concussion
5.52123e+17,Mon Jan 05 15:23:09 +0000 2015,amgen
5.52111e+17,Mon Jan 05 14:35:44 +0000 2015,liberia plan reopen school february ebola spread ebb
5.52107e+17,Mon Jan 05 14:20:15 +0000 2015,fda staff recommends novartis copy amgen neupogen
5.52098e+17,Mon Jan 05 13:44:11 +0000 2015,israel brainstorm say stem cell drug benefit patient al trial
5.52095e+17,Mon Jan 05 13:33:04 +0000 2015,egyptian child dy h5n1 bird flu
5.52091e+17,Mon Jan 05 13:16:58 +0000 2015,merck newlink ebola vaccine trial resume lower dose geneva hospital
5.52083e+17,Mon Jan 05 12:45:30 +0000 2015,j amp j buy bowel drug license option isi pharma 835 million
5.52055e+17,Mon Jan 05 10:50:43 +0000 2015,cempra lead oral antibiotic meet main goal late stage trial
5.52052e+17,Mon Jan 05 10:41:48 +0000 2015,charity investigate uk nurse contracted ebola
5.52036e+17,Mon Jan 05 09:36:26 +0000 2015,modern standup desk coax office worker back foot
5.51949e+17,Mon Jan 05 03:49:48 +0000 2015,fukushima rice pass radiation test first time since disaster official
5.51818e+17,Sun Jan 04 19:12:06 +0000 2015,ebola survivor west africa share story via mobile app
5.5162e+17,Sun Jan 04 06:01:55 +0000 2015,patient possibly exposed ebola due nebraska hospital observation
5.51398e+17,Sat Jan 03 15:22:00 +0000 2015,uk nurse suffering ebola critical condition hospital
5.51137e+17,Fri Jan 02 22:06:31 +0000 2015,eczema associated osteoporosis related fracture
5.5113e+17,Fri Jan 02 21:34:59 +0000 2015,u teen firearm access regardless suicide risk
5.51082e+17,Fri Jan 02 18:25:52 +0000 2015,end life planning make cancer patient hopeless anxious
5.51074e+17,Fri Jan 02 17:54:12 +0000 2015,ebola fight remains tough may year u n mission chief
5.51066e+17,Fri Jan 02 17:20:33 +0000 2015,child pet reptile risk severe salmonella infection
5.51066e+17,Fri Jan 02 17:20:32 +0000 2015,transplant candidate often struggle accept kidney
5.51008e+17,Fri Jan 02 13:31:00 +0000 2015,italian ebola patient released hospital rome
5.51004e+17,Fri Jan 02 13:15:12 +0000 2015,fda allows testing aethlon device ebola patient
5.50732e+17,Thu Jan 01 19:16:54 +0000 2015,biological bad luck blamed two third cancer case
5.50691e+17,Thu Jan 01 16:30:25 +0000 2015,winter weather alert may signal greater fall risk elderly
5.50667e+17,Thu Jan 01 14:58:02 +0000 2015,sierra leone president call week fasting
5.50595e+17,Thu Jan 01 10:10:01 +0000 2015,pharma biotech roll drug approval hit 18 year high
5.50415e+17,Wed Dec 31 22:16:26 +0000 2014,suspicious breast mass may pose greater risk previously thought
5.50415e+17,Wed Dec 31 22:16:26 +0000 2014,u cancer death fell 22 percent since 1991
5.50411e+17,Wed Dec 31 22:00:42 +0000 2014,parent attempted suicide
5.50368e+17,Wed Dec 31 19:07:24 +0000 2014,ebola spread sierra leone global case top 20
5.50368e+17,Wed Dec 31 19:07:23 +0000 2014,lack sleep
5.50339e+17,Wed Dec 31 17:14:46 +0000 2014,elderly overprescribed sedative anti anxiety drug
5.50339e+17,Wed Dec 31 17:14:45 +0000 2014,md degree may teach doctor tweet
5.50335e+17,Wed Dec 31 16:59:12 +0000 2014,british ebola patient treated survivor blood plasma
5.50293e+17,Wed Dec 31 14:10:12 +0000 2014,nephrogenex share rocket lead drug found safe heart
5.50268e+17,Wed Dec 31 12:31:09 +0000 2014,india track toilet use tablet
5.50233e+17,Wed Dec 31 10:11:31 +0000 2014,liberia suspends ebola curfew allow new year eve worship
5.50177e+17,Wed Dec 31 06:28:51 +0000 2014,exclusive cdc hire lab safety chief ebola
5.50123e+17,Wed Dec 31 02:54:52 +0000 2014,hong kong cull chicken
5.50066e+17,Tue Dec 30 23:07:35 +0000 2014,flu epidemic level u
5.50037e+17,Tue Dec 30 21:14:54 +0000 2014,hangover cure elusive symptom relief fizzle flow
5.49976e+17,Tue Dec 30 17:11:55 +0000 2014,u health agency say nearly 6 5 million people plan
5.49954e+17,Tue Dec 30 15:44:05 +0000 2014,two cup milk may ideal preschooler
5.49954e+17,Tue Dec 30 15:44:04 +0000 2014,ebola wreck year aid work worst hit country
5.49945e+17,Tue Dec 30 15:06:24 +0000 2014,video ebola cost could top 4 billion 2015
5.4994e+17,Tue Dec 30 14:47:54 +0000 2014,neuroderm say parkinson drug show promise study
5.49938e+17,Tue Dec 30 14:41:05 +0000 2014,hospira injectable painkiller get fda approval
5.4992e+17,Tue Dec 30 13:29:12 +0000 2014,imf focus cutting debt health spending worsened ebola africa study
5.49861e+17,Tue Dec 30 09:34:57 +0000 2014,south korea disinfect farm foot mouth
5.49852e+17,Tue Dec 30 08:59:05 +0000 2014,second patient scotland tested ebola first minister
5.49852e+17,Tue Dec 30 08:59:05 +0000 2014,health worker ebola transferred london hospital
5.49696e+17,Mon Dec 29 22:37:36 +0000 2014,guidance research mobile
5.49678e+17,Mon Dec 29 21:27:58 +0000 2014,food medication insecurity tied poor diabetes control
5.49653e+17,Mon Dec 29 19:46:34 +0000 2014,confirmed case ebola diagnosed glasgow
5.49628e+17,Mon Dec 29 18:09:50 +0000 2014,fda approves roche ebola test emergency use
5.49616e+17,Mon Dec 29 17:22:29 +0000 2014,liberia see surge new ebola case border county
5.49607e+17,Mon Dec 29 16:44:11 +0000 2014,ebola case number top 20
5.49592e+17,Mon Dec 29 15:45:43 +0000 2014,new year resolution may procrastination motivation
5.4958e+17,Mon Dec 29 14:56:11 +0000 2014,novo nordisk promote drug treat obesity united state
5.49576e+17,Mon Dec 29 14:42:41 +0000 2014,mother food allergic kid want menu dietician
5.49543e+17,Mon Dec 29 12:30:37 +0000 2014,fda approves roche ebola test emergency use
5.49273e+17,Sun Dec 28 18:36:10 +0000 2014,cdc worker possibly exposed ebola mishap show sign disease u official
5.49196e+17,Sun Dec 28 13:32:32 +0000 2014,elder care challenge prompt tech executive create startup
5.49061e+17,Sun Dec 28 04:34:18 +0000 2014,hong kong confirms first case deadly bird flu winter
5.48596e+17,Fri Dec 26 21:46:15 +0000 2014,language barrier fear police may prevent minority 911 call
5.4858e+17,Fri Dec 26 20:45:23 +0000 2014,teen driver may run fatal risk older
5.48544e+17,Fri Dec 26 18:19:08 +0000 2014,yoga may benefit heart health much aerobics
5.4854e+17,Fri Dec 26 18:03:19 +0000 2014,life support ended clinically dead pregnant woman irish court
5.4815e+17,Thu Dec 25 16:17:00 +0000 2014,self exam doctor exam find similar breast tumor
5.48139e+17,Thu Dec 25 15:32:02 +0000 2014,punishment worsen bedwetting
5.48131e+17,Thu Dec 25 14:58:05 +0000 2014,complex job might help maintain brain fitness aging
5.48078e+17,Thu Dec 25 11:28:45 +0000 2014,somber christmas
5.47943e+17,Thu Dec 25 02:32:57 +0000 2014,cdc worker monitored possible ebola exposure lab error
5.4791e+17,Thu Dec 25 00:20:24 +0000 2014,animal research nih lab challenged member congress
5.47885e+17,Wed Dec 24 22:43:27 +0000 2014,cdc technician may exposed ebola due lab error ny time
5.47885e+17,Wed Dec 24 22:43:26 +0000 2014,online mammography information may technical
5.47858e+17,Wed Dec 24 20:55:20 +0000 2014,tenth egyptian dy h5n1 bird flu health ministry
5.47858e+17,Wed Dec 24 20:55:20 +0000 2014,sierra leone district declares three day ebola lockdown
5.47846e+17,Wed Dec 24 20:08:07 +0000 2014,recess timing may affect kid fruit vegetable intake
5.47837e+17,Wed Dec 24 19:29:58 +0000 2014,fda denies approval actavis hypertension treatment
5.47807e+17,Wed Dec 24 17:33:01 +0000 2014,people use inhaler auto injector improperly
5.47803e+17,Wed Dec 24 17:14:49 +0000 2014,death toll ebola outbreak rise 7
5.47775e+17,Wed Dec 24 15:24:38 +0000 2014,easy access may boost kid water consumption
5.47775e+17,Wed Dec 24 15:24:37 +0000 2014,u church catching communion bread free gluten
5.4775e+17,Wed Dec 24 13:47:49 +0000 2014,actavis
5.47735e+17,Wed Dec 24 12:46:59 +0000 2014,medical detective work next phase ebola fight
5.47735e+17,Wed Dec 24 12:46:59 +0000 2014,ebola crisis could last 2015 mark year since outbreak expert
5.47533e+17,Tue Dec 23 23:23:34 +0000 2014,newlink
5.47527e+17,Tue Dec 23 22:58:49 +0000 2014,hepatitis patient often fall treatment path
5.47519e+17,Tue Dec 23 22:29:32 +0000 2014,fda approves novo nordisk injection obesity
5.47499e+17,Tue Dec 23 21:08:13 +0000 2014,blood pressure apps may dangerously wrong
5.47499e+17,Tue Dec 23 21:08:12 +0000 2014,parent know teen host drinking party
5.47475e+17,Tue Dec 23 19:31:38 +0000 2014,argentine prosthetic arm first region read muscle impulse
5.47471e+17,Tue Dec 23 19:15:59 +0000 2014,federal government sue chicago school pregnancy discrimination
5.47466e+17,Tue Dec 23 18:57:50 +0000 2014,fda plan looser blood donation policy gay men
5.47462e+17,Tue Dec 23 18:42:11 +0000 2014,exclusive express script press expansion drug cover
5.47442e+17,Tue Dec 23 17:23:09 +0000 2014,earlier bullying tied quality life college
5.47422e+17,Tue Dec 23 16:04:27 +0000 2014,hhs secretary say 6 4 million sign 2015 plan
5.47422e+17,Tue Dec 23 16:04:27 +0000 2014,exhausted sierra leone medic battle ebola red zone
5.47401e+17,Tue Dec 23 14:38:23 +0000 2014,rt specialreports veterinarian face conflicting allegiance animal
5.47376e+17,Tue Dec 23 12:57:48 +0000 2014,india slash health budget
5.47361e+17,Tue Dec 23 11:59:29 +0000 2014,biocryst ebola drug show promise animal study
5.4729e+17,Tue Dec 23 07:17:36 +0000 2014,risk dengue increase due climate change
5.47287e+17,Tue Dec 23 07:04:10 +0000 2014,novartis say alcon travatan receives eu approval
5.47279e+17,Tue Dec 23 06:32:39 +0000 2014,exclusive express script press drug saving coverage list
5.47183e+17,Tue Dec 23 00:14:28 +0000 2014,justice department alleges omnicare received kickback abbott lab
5.4716e+17,Mon Dec 22 22:39:57 +0000 2014,exercise tied prostate cancer survival
5.47149e+17,Mon Dec 22 21:57:09 +0000 2014,mother depression kid young linked risky teen behavior
5.47117e+17,Mon Dec 22 19:49:04 +0000 2014,fda approves bristol myer skin cancer drug
5.47117e+17,Mon Dec 22 19:49:04 +0000 2014,hong kong halt u poultry import due bird flu u
5.47097e+17,Mon Dec 22 18:32:26 +0000 2014,myth may put woman post cancer breast reconstruction
5.47095e+17,Mon Dec 22 18:23:23 +0000 2014,u fda approves abbvie hepatitis c drug
5.47095e+17,Mon Dec 22 18:23:22 +0000 2014,court strike north carolina ultrasound abortion law
5.47092e+17,Mon Dec 22 18:09:40 +0000 2014,treating sleep apnea may lessen depression
5.47088e+17,Mon Dec 22 17:54:04 +0000 2014,u n warns ebola linked farm loss could threaten banking west africa
5.47088e+17,Mon Dec 22 17:54:04 +0000 2014,death toll ebola west africa rise 7
5.47083e+17,Mon Dec 22 17:33:46 +0000 2014,fast food may lead lower school result u kid study
5.47076e+17,Mon Dec 22 17:09:01 +0000 2014,lilly must divest sentinel product ftc nod novartis deal
5.47061e+17,Mon Dec 22 16:08:14 +0000 2014,rt reuters blood ebola survivor create cure reuters exclusive
5.47058e+17,Mon Dec 22 15:57:00 +0000 2014,tekmira supply ebola treatment study west africa
5.47051e+17,Mon Dec 22 15:27:52 +0000 2014,exclusive say syria open aleppo
5.47017e+17,Mon Dec 22 13:12:48 +0000 2014,achillion share soar potential treatment seen hep c cure
5.47013e+17,Mon Dec 22 12:56:59 +0000 2014,cambodia charge unlicensed doctor spreading hiv 100 people
