ReviewID,ReviewTime,Review
5.11909e+17,Tue Sep 16 16:05:13 +0000 2014,first 3 month 2014
5.11567e+17,Mon Sep 15 17:29:29 +0000 2014,federal judge decide 11 texas clinic must close comply state law abortion
5.11566e+17,Mon Sep 15 17:22:00 +0000 2014,california widening autism coverage kid poor family medi cal
5.10484e+17,Fri Sep 12 17:43:19 +0000 2014,need friday laugh sure hahaha
5.10469e+17,Fri Sep 12 16:44:19 +0000 2014,study say health law lowered child uninsured rate
5.10455e+17,Fri Sep 12 15:50:27 +0000 2014,flawed federal software may allowing employer offer plan without hospital benefit
5.10161e+17,Thu Sep 11 20:21:55 +0000 2014,cv mistakenly charging woman copayments prescription birth control shefalil take look
5.10161e+17,Thu Sep 11 20:20:08 +0000 2014,census bureau health cost inch 3 4 percent year obamacare kick
5.10109e+17,Thu Sep 11 16:54:01 +0000 2014,rt susanjaffe surprise ny amp md hospital must tell patient observation others
5.10086e+17,Thu Sep 11 15:22:40 +0000 2014,frankenstein monster need go diet ccaasy5d jpg
5.10085e+17,Thu Sep 11 15:18:56 +0000 2014,patient private insurance observed hospital fare better senior
5.10073e+17,Thu Sep 11 14:29:56 +0000 2014,rt jayhancock1 bottom line 2nd quarter census survey show health spending accelerating
5.09809e+17,Wed Sep 10 21:03:19 +0000 2014,hhs official update improvement perfection obamacare h_n jpg
5.09759e+17,Wed Sep 10 17:41:52 +0000 2014,4 gop senate candidate proposing counter birth control sale
5.09758e+17,Wed Sep 10 17:37:38 +0000 2014,cost avg family plan rose 16
5.09357e+17,Tue Sep 09 15:05:10 +0000 2014,virginia gov medicaid expansion plan would cover 25
5.09356e+17,Tue Sep 09 15:01:30 +0000 2014,hhs chief pledge better insurance website
5.09344e+17,Tue Sep 09 14:13:55 +0000 2014,top issue voter new kaiserfamfound poll 1 job economy 2 health care obamacare
5.09038e+17,Mon Sep 08 17:57:42 +0000 2014,two month go obamacare health insurance exchange ready
5.09038e+17,Mon Sep 08 17:56:30 +0000 2014,obamacare rural america state decision key tyiaaaqeev jpg
5.07975e+17,Fri Sep 05 19:36:03 +0000 2014,replacing ambulance station wagon healthcare
5.07943e+17,Fri Sep 05 17:27:04 +0000 2014,health insurance plan going canceled may find soon
5.07916e+17,Fri Sep 05 15:40:33 +0000 2014,thousand immigrant face deadline today obamacare coverage
5.07916e+17,Fri Sep 05 15:39:20 +0000 2014,average obamacare premium decline slightly next year 16 major city insurance
5.07914e+17,Fri Sep 05 15:30:31 +0000 2014,hacker got
5.07578e+17,Thu Sep 04 17:18:38 +0000 2014,maine rolling back medicaid coverage others expand
5.0757e+17,Thu Sep 04 16:44:45 +0000 2014,eligible tax credit help buy health insurance dc appeal court reconsider case
5.07262e+17,Wed Sep 03 20:20:01 +0000 2014,estimate say health spending grew 3 6 percent 2013 increase 2014
5.07256e+17,Wed Sep 03 19:56:19 +0000 2014,small business 5 state going get early access federal health insurance marketplace made
5.07221e+17,Wed Sep 03 17:39:16 +0000 2014,enroll people obamacare concept insurance
5.07215e+17,Wed Sep 03 17:12:15 +0000 2014,cv stop selling tobacco
5.07214e+17,Wed Sep 03 17:10:02 +0000 2014,state paying medicaid expansion elsewhere
5.07213e+17,Wed Sep 03 17:06:55 +0000 2014,open enrollment coming expect
5.07159e+17,Wed Sep 03 13:32:19 +0000 2014,need morning laugh canada
5.06876e+17,Tue Sep 02 18:45:20 +0000 2014,money back guarantee vitro fertilization pregnancy
5.06872e+17,Tue Sep 02 18:30:54 +0000 2014,paying new obamacare tax tax
5.06822e+17,Tue Sep 02 15:13:37 +0000 2014,big employer shifting health care cost worker high deductible plan
5.06822e+17,Tue Sep 02 15:12:27 +0000 2014,tennessee utah expand medicaid
5.06822e+17,Tue Sep 02 15:11:26 +0000 2014,obamacare question tax job insurance last
5.05436e+17,Fri Aug 29 19:24:44 +0000 2014,another audit find fault nursing home inspection la county
5.05427e+17,Fri Aug 29 18:48:23 +0000 2014,beware higher charge go network emergency room healthcare
5.05423e+17,Fri Aug 29 18:33:24 +0000 2014,mistakenly received subsidy get health insurance going owe uncle sam
5.05042e+17,Thu Aug 28 17:19:34 +0000 2014,la official opened mental health urgent care center keep mental illness jail er
5.05042e+17,Thu Aug 28 17:17:46 +0000 2014,freestanding emergency department proposed georgia potential solution struggling rural hospital
5.05025e+17,Thu Aug 28 16:11:03 +0000 2014,microchip could help doctor give better medical care
5.05014e+17,Thu Aug 28 15:28:50 +0000 2014,cbo say smaller deficit ahead medicare medicaid spending slightly decline
5.05013e+17,Thu Aug 28 15:25:16 +0000 2014,pennsylvania want use federal medicaid subsidize private health coverage may soon answer
5.05012e+17,Thu Aug 28 15:18:24 +0000 2014,deadline loom
5.04761e+17,Wed Aug 27 22:44:49 +0000 2014,rt maryagnescarey latest cbo project lower medicare medicaid cost capsule khn blog project lower medicare medicaid cost via khnews
5.04761e+17,Wed Aug 27 22:44:19 +0000 2014,rt sarahvarney4 new book xl love
5.0471e+17,Wed Aug 27 19:21:04 +0000 2014,telemarketing call end life
5.0465e+17,Wed Aug 27 15:21:43 +0000 2014,insurer owed least 72m additional tax tied executive pay obamacare
5.04649e+17,Wed Aug 27 15:17:04 +0000 2014,detail obama vow better health care military
5.04649e+17,Wed Aug 27 15:16:07 +0000 2014,exchange news 2k oregonian must switch plan georgia medicaid applicant still limbo
5.04648e+17,Wed Aug 27 15:15:00 +0000 2014,federal investigator scrutiny maryland health insurance exchange
5.04333e+17,Tue Aug 26 18:22:36 +0000 2014,still confused latest birth control rule mean maryagnescarey break
5.04317e+17,Tue Aug 26 17:18:25 +0000 2014,federal official say medicaid must cover autism service xmgocqaaob5c png
5.04301e+17,Tue Aug 26 16:16:07 +0000 2014,new head connecticut kevin counihan jvv1cyaa7e2r jpg
5.04299e+17,Tue Aug 26 16:07:32 +0000 2014,breaking new head healthcare
5.0399e+17,Mon Aug 25 19:38:32 +0000 2014,transgender people could gain coverage gender reassignment surgery health law
5.03988e+17,Mon Aug 25 19:32:55 +0000 2014,new birth control rule simply follow supreme court suggested scotus
5.03985e+17,Mon Aug 25 19:17:46 +0000 2014,rt heidi_demarco video coverage obamacare
5.03934e+17,Mon Aug 25 15:58:41 +0000 2014,new gop obamacare attack tactic nuance politics
5.03923e+17,Mon Aug 25 15:11:04 +0000 2014,oregon suing oracle
5.03922e+17,Mon Aug 25 15:10:39 +0000 2014,ca governor say state enforce 1975 law requiring employer provide abortion coverage
5.03922e+17,Mon Aug 25 15:09:36 +0000 2014,latest rule birth control coverage left stakeholder unhappy
5.02925e+17,Fri Aug 22 21:05:32 +0000 2014,miss mt marissaaevans sad today last day khnews asked better place work
5.02881e+17,Fri Aug 22 18:13:55 +0000 2014,phantom pain insurance
5.02863e+17,Fri Aug 22 17:00:33 +0000 2014,plan must cover fda approved birth control method
5.02853e+17,Fri Aug 22 16:21:42 +0000 2014,state news ca prop46 fl medicaid oregon reform danger
5.02853e+17,Fri Aug 22 16:20:25 +0000 2014,senior struggling pay drug medicare part
5.02853e+17,Fri Aug 22 16:19:26 +0000 2014,democrat embracing health law helping obamacare
5.02534e+17,Thu Aug 21 19:13:19 +0000 2014,medical record vulnerable theft ericreporter examines ehr dv jpg
5.02478e+17,Thu Aug 21 15:33:00 +0000 2014,california give insurance commissioner greater control rate increase ca
5.02476e+17,Thu Aug 21 15:23:24 +0000 2014,obamacare affect campaign going forward
5.02476e+17,Thu Aug 21 15:22:35 +0000 2014,va gov effort expand medicaid dealt major blow tuesday gop secured control legislature
5.02475e+17,Thu Aug 21 15:21:03 +0000 2014,outreach
5.02171e+17,Wed Aug 20 19:12:49 +0000 2014,admission interest healthcare
5.02125e+17,Wed Aug 20 16:07:37 +0000 2014,rt dwebbkhn san antonio find mental health amp housing moneyballed antonio model mental health system aspx
5.02109e+17,Wed Aug 20 15:06:47 +0000 2014,one texas county became national model mentalhealth care
5.02109e+17,Wed Aug 20 15:03:05 +0000 2014,texas 49th state mental health funding
5.02094e+17,Wed Aug 20 14:04:53 +0000 2014,maryland last try health law insurance exchange riddled error time different
5.02094e+17,Wed Aug 20 14:03:24 +0000 2014,one major way lawmaker wanted pay obamacare falling short
5.01827e+17,Tue Aug 19 20:25:09 +0000 2014,rt dwebbkhn listen part 2 san antonio series nprmorning tmrw jennyagold explains city transformed system
5.01826e+17,Tue Aug 19 20:21:52 +0000 2014,rt raksingh icymi hospital reconsider charity patient decline health coverage via julie_appleby reconsider charity patient decline health coverage aspx utm_campaign kff 253a latest utm_source hs_email utm_medium email _hsenc p2anqtz ow0wdbdzpo4byccrrc6uwjppljywu062trrstaagz fa6vbhynoeqr 3e9im_hdegtppxa6u0e0x0rjf4fux6jh aw _hsmi 13845822 via k
5.01797e+17,Tue Aug 19 18:25:48 +0000 2014,sampling error insurance
5.01786e+17,Tue Aug 19 17:42:10 +0000 2014,san antonio
5.01746e+17,Tue Aug 19 15:00:42 +0000 2014,confused letter health plan sort insurance
5.01733e+17,Tue Aug 19 14:11:15 +0000 2014,whitehouse told ap release healthcare
5.01733e+17,Tue Aug 19 14:09:02 +0000 2014,need know chinese cyberattack steal 4 5 million patient data hospital record
5.01451e+17,Mon Aug 18 19:31:19 +0000 2014,julie_appleby report hospital reconsidering charity care patient decline coverage
5.0144e+17,Mon Aug 18 18:44:46 +0000 2014,three hour tour healthcare
5.01427e+17,Mon Aug 18 17:56:19 +0000 2014,health law helped young people get mental health treatment maybe
5.01414e+17,Mon Aug 18 17:05:05 +0000 2014,nurse practitioner physician assistant perform office surgery shefalil report
5.01404e+17,Mon Aug 18 16:22:34 +0000 2014,could hospital help people bill keeping people getting health insurance
5.01372e+17,Mon Aug 18 14:15:15 +0000 2014,consumer group say chronically ill still face insurer discrimination
5.00363e+17,Fri Aug 15 19:25:03 +0000 2014,calif official struggling serve staggering number medi cal beneficiary
5.00347e+17,Fri Aug 15 18:25:04 +0000 2014,consumer struggling pay health insurance premium may soon able get help hospital united way
5.0034e+17,Fri Aug 15 17:55:17 +0000 2014,one calif hospital charged 10 blood cholesterol test
5.00328e+17,Fri Aug 15 17:08:37 +0000 2014,first time
4.99635e+17,Wed Aug 13 19:15:02 +0000 2014,nearly one six company plan offer health coverage meet aca value affordability rule
4.99625e+17,Wed Aug 13 18:35:22 +0000 2014,large employer seek make provider network performance based narrow
4.99615e+17,Wed Aug 13 17:56:12 +0000 2014,rt jayhancock1 knew employer talking offering non aca compliant skinny plan get idea many
4.993e+17,Tue Aug 12 21:01:06 +0000 2014,aging inmate get care outside prison wall stateline pewstates
4.99298e+17,Tue Aug 12 20:54:57 +0000 2014,number game insurance
4.99265e+17,Tue Aug 12 18:43:48 +0000 2014,must divorced dad cover adult kid mandrews answer question insurance obamacare
4.992e+17,Tue Aug 12 14:27:25 +0000 2014,average obamacare premium increase next year 7 5 say one analysis
4.992e+17,Tue Aug 12 14:23:45 +0000 2014,white house healthcare
4.94544e+17,Wed Jul 30 18:04:39 +0000 2014,video ballet stretch body limit
4.94544e+17,Wed Jul 30 18:03:29 +0000 2014,despite 3 4 million new coverage
4.94294e+17,Wed Jul 30 01:30:12 +0000 2014,1 5 people uninsured want coverage
4.94206e+17,Tue Jul 29 19:39:26 +0000 2014,new medicare experiment could mean big change hospice care u
4.94171e+17,Tue Jul 29 17:22:38 +0000 2014,rt philgalewitz new urbaninstitute study find 8 million fewer uninsured june compared sept 13
4.94151e+17,Tue Jul 29 16:02:13 +0000 2014,study say moving kid chip health law exchange plan would increase cost
4.94149e+17,Tue Jul 29 15:53:11 +0000 2014,influential panel say u completely overhaul pay train doctor
4.94126e+17,Tue Jul 29 14:21:29 +0000 2014,consumer receive insurance subsidy asked verify income
4.94124e+17,Tue Jul 29 14:16:07 +0000 2014,deeper detail lawmaker announce 17 billion deal overhaul va health care
4.9386e+17,Mon Jul 28 20:45:18 +0000 2014,relapse scotus obamacare
4.9384e+17,Mon Jul 28 19:26:50 +0000 2014,good news boomer medicare hospital trust fund appears flush 2030
4.93799e+17,Mon Jul 28 16:43:57 +0000 2014,finding new health plan broad limitation many complaining suing
4.93778e+17,Mon Jul 28 15:21:23 +0000 2014,gop gotcha moment health insurance subsidy
4.93778e+17,Mon Jul 28 15:18:30 +0000 2014,deal fixing care nation veteran could close
4.92765e+17,Fri Jul 25 20:14:47 +0000 2014,harpoon chondriacs obamacare
4.92726e+17,Fri Jul 25 17:41:31 +0000 2014,sort political impact recent obamacare court decision
4.92721e+17,Fri Jul 25 17:18:23 +0000 2014,get health coverage grandchild
4.92693e+17,Fri Jul 25 15:29:43 +0000 2014,year maximum fine insurance nearly 2
4.92689e+17,Fri Jul 25 15:12:06 +0000 2014,irs posted draft form employer fill prove providing health coverage
4.92066e+17,Wed Jul 23 21:58:56 +0000 2014,bone healthcare jpg
4.92029e+17,Wed Jul 23 19:29:53 +0000 2014,three consumer group suing tennessee medicaid enrollment delay
4.91998e+17,Wed Jul 23 17:28:55 +0000 2014,california nurse union brace contract battle kaiser permanente
4.91992e+17,Wed Jul 23 17:05:00 +0000 2014,next wake conflicting federal court decision
4.91982e+17,Wed Jul 23 16:24:30 +0000 2014,rt thetakeaway maryagnescarey explains contradictory ruling complicate america already murky understanding aca
4.91982e+17,Wed Jul 23 16:24:09 +0000 2014,rt cnnhealth faq yesterday obamacare ruling mean via khnews
4.91982e+17,Wed Jul 23 16:23:12 +0000 2014,latest health law court ruling subsidy affect obamacare
4.91685e+17,Tue Jul 22 20:42:32 +0000 2014,rt annagorman check info court ruling today obamacare khnews colleague know stuff
4.91681e+17,Tue Jul 22 20:25:54 +0000 2014,today court decision mean consumer planning shop insurance fall
4.91626e+17,Tue Jul 22 16:50:38 +0000 2014,three judge panel 4th circuit disagrees c circuit panel obamacare subsidy halbig
4.91625e+17,Tue Jul 22 16:45:11 +0000 2014,many specialist physician balking say onerous new rule get recertified
4.91618e+17,Tue Jul 22 16:16:25 +0000 2014,halbig decision could put risk million people bought insurance 36 state
4.91611e+17,Tue Jul 22 15:50:15 +0000 2014,many floridian could face rate hike florida blue struggle influx older sicker enrollee
4.91608e+17,Tue Jul 22 15:36:40 +0000 2014,appeal court overturn subsidy fed exchange halbig v burwell ruling coming khn afternoon
4.91605e+17,Tue Jul 22 15:25:09 +0000 2014,next year many ark medicaid beneficiary required contribute called health independence account
4.91592e+17,Tue Jul 22 14:35:18 +0000 2014,medicare testing payment option could end observation care penalty
4.90187e+17,Fri Jul 18 17:31:24 +0000 2014,may six abortion clinic still operating texas september
4.89856e+17,Thu Jul 17 19:35:10 +0000 2014,specialty care challenge aca plan
4.89846e+17,Thu Jul 17 18:57:11 +0000 2014,unitedhealthcare said may sell policy exchange nearly half state next year
4.89084e+17,Tue Jul 15 16:29:56 +0000 2014,hospital california around country hoping online er appointment help attract patient
4.89069e+17,Tue Jul 15 15:27:24 +0000 2014,study find 10 6 million received personal help navigator assisters enroll exchange
4.88723e+17,Mon Jul 14 16:35:03 +0000 2014,tomorrow nurse practitioner kentucky allowed prescribe routine medication
4.88698e+17,Mon Jul 14 14:55:18 +0000 2014,kizer regardless payer
4.88697e+17,Mon Jul 14 14:50:20 +0000 2014,dr kenneth kizer discus challenge providing private health care veteran
4.87684e+17,Fri Jul 11 19:43:17 +0000 2014,rt philgalewitz whopping 66 million people medicaid chip 56 kid new cm data ga 80 kid
4.87682e+17,Fri Jul 11 19:38:56 +0000 2014,cringe benefit healthcare
4.87645e+17,Fri Jul 11 17:11:29 +0000 2014,selling house affect eligibility assisted living
4.87618e+17,Fri Jul 11 15:23:11 +0000 2014,3 different study
4.87618e+17,Fri Jul 11 15:21:28 +0000 2014,lawsuit brought house speaker targeting obamacare employer mandate detail
4.87307e+17,Thu Jul 10 18:45:03 +0000 2014,obama administration given six state monday submit plan resolve issue medicaid enrollment
4.87299e+17,Thu Jul 10 18:15:04 +0000 2014,health reform bring new role
4.87289e+17,Thu Jul 10 17:34:41 +0000 2014,everything schedule resident traditional nursing home lavrene norton working change
4.87285e+17,Thu Jul 10 17:19:36 +0000 2014,rt jennyagold 80 adult serious mentalillness unemployed
4.8691e+17,Wed Jul 09 16:30:20 +0000 2014,study hospital bilking medicare using electronic medical record
4.86899e+17,Wed Jul 09 15:46:32 +0000 2014,lawsuit accuses anthem blue cross fraudulent enrollment practice
4.86896e+17,Wed Jul 09 15:35:41 +0000 2014,anthem blue cross mislead million whether doctor hospital covered new plan
4.86895e+17,Wed Jul 09 15:27:57 +0000 2014,67 active complaint employee retaliation va health facility 28 state
4.86889e+17,Wed Jul 09 15:05:12 +0000 2014,congressional democrat push legislation override scotus hobby lobby decision
4.8657e+17,Tue Jul 08 17:58:27 +0000 2014,scotus contraception decision mean court case conflicting view reign
4.8653e+17,Tue Jul 08 15:20:23 +0000 2014,unhealthy eastern tennessee
4.8652e+17,Tue Jul 08 14:41:35 +0000 2014,senate majority leader harry reid say senate something hobby lobby scotus decision
4.8652e+17,Tue Jul 08 14:40:14 +0000 2014,sen ron johnson challenge health law subsidy successful obamacare
4.86255e+17,Mon Jul 07 21:08:36 +0000 2014,today cartoon hole istic health care medicare gxs8ciaaiiln jpg
4.86255e+17,Mon Jul 07 21:06:51 +0000 2014,today cartoon hole istic health care medicare
4.86208e+17,Mon Jul 07 17:58:40 +0000 2014,california rejecting free money help renew health coverage poor
4.86185e+17,Mon Jul 07 16:27:27 +0000 2014,rt charlesornstein hm hospital offering online er appointment way patient avoid long wait
4.86178e+17,Mon Jul 07 16:01:22 +0000 2014,florida first state offer medicaid plan tailored people serious mental illness
4.85878e+17,Sun Jul 06 20:08:34 +0000 2014,rt annagorman advocate say california rejecting free money renew insurance say california rejecting free money renew poor people insurance
4.84743e+17,Thu Jul 03 17:00:13 +0000 2014,rt jordanrau health insurance chattanooga 86 cheaper mile across georgia border health insurance affordable 373861
4.84732e+17,Thu Jul 03 16:13:27 +0000 2014,scotus telegraph upcoming contraception case
4.84731e+17,Thu Jul 03 16:12:41 +0000 2014,supreme court tip hand contraception case yet come jrovner report
4.84715e+17,Thu Jul 03 15:05:28 +0000 2014,scotus ruling
4.84714e+17,Thu Jul 03 15:04:00 +0000 2014,health insurance subsidy question yet resolved 9 10 application question
4.84714e+17,Thu Jul 03 15:02:57 +0000 2014,premium increase decrease state filing health insurance rate emerging
4.8439e+17,Wed Jul 02 17:35:18 +0000 2014,18 state delaying small business health option program marketplace 2016
4.84371e+17,Wed Jul 02 16:20:41 +0000 2014,backlog application 900
4.8436e+17,Wed Jul 02 15:38:33 +0000 2014,medicare proposes home health payment reduction
4.8436e+17,Wed Jul 02 15:37:56 +0000 2014,eligibility subsidy properly checked
4.84034e+17,Tue Jul 01 18:00:31 +0000 2014,worker believe employer wellness program gain pain
4.84005e+17,Tue Jul 01 16:05:22 +0000 2014,new hampshire became 26th state today embrace medicaid expansion
4.83982e+17,Tue Jul 01 14:35:04 +0000 2014,never seen data many closely held business
4.83981e+17,Tue Jul 01 14:30:21 +0000 2014,icymi exactly closely held profit corporation
4.83976e+17,Tue Jul 01 14:10:02 +0000 2014,american college physician revers guidance pelvic exam well woman visit jennyagold detail
4.8395e+17,Tue Jul 01 12:26:34 +0000 2014,icymi scotus final say contraception coverage employee maybe
4.83742e+17,Mon Jun 30 22:41:52 +0000 2014,scotus final say contraception coverage employee maybe
4.83737e+17,Mon Jun 30 22:22:13 +0000 2014,scotus contraceptive decision broad narrow impact jayhancock1 examines
4.83714e+17,Mon Jun 30 20:51:34 +0000 2014,scotus hobbylobbystore question answer
4.83694e+17,Mon Jun 30 19:30:29 +0000 2014,hobby lobby decision mean employer
4.83684e+17,Mon Jun 30 18:48:29 +0000 2014,jrovner dive scotus decision contraceptive mandate
4.83657e+17,Mon Jun 30 17:02:05 +0000 2014,state see new insurer obamacare exchange
4.83646e+17,Mon Jun 30 16:21:09 +0000 2014,big rundown news around scotus birthcontrol decision
4.83645e+17,Mon Jun 30 16:16:32 +0000 2014,hospital system track cost quality data 26
4.83624e+17,Mon Jun 30 14:50:51 +0000 2014,detail 5 4 decision
4.8362e+17,Mon Jun 30 14:37:27 +0000 2014,scotus decision entirety
4.8362e+17,Mon Jun 30 14:36:23 +0000 2014,scotus rule closely held company cannot required provide birth control employee
4.83592e+17,Mon Jun 30 12:45:46 +0000 2014,stake birth control upcoming scotus decision
4.82619e+17,Fri Jun 27 20:17:13 +0000 2014,south carolina leader getting rural patient psychiatric help fast
4.82589e+17,Fri Jun 27 18:17:49 +0000 2014,alaska hospital likely hit hard medicare payment penalty hospital acquired infection
4.82573e+17,Fri Jun 27 17:14:46 +0000 2014,colorado 2015 health insurance premium look like moving holding line
4.82564e+17,Fri Jun 27 16:41:19 +0000 2014,new employee forced wait 90 day coverage mandrews110 answer
4.82554e+17,Fri Jun 27 15:58:29 +0000 2014,highest court new york struck nyc ban big
4.82553e+17,Fri Jun 27 15:57:42 +0000 2014,detail scotus say massachusetts buffer zone around abortion clinic
4.82553e+17,Fri Jun 27 15:54:20 +0000 2014,hhs say marketplace customer automatically renew plan
4.81853e+17,Wed Jun 25 17:34:12 +0000 2014,rt jrovner per scotusblog
4.81853e+17,Wed Jun 25 17:32:47 +0000 2014,trash talk politics medicaid
4.81824e+17,Wed Jun 25 15:39:26 +0000 2014,hospital official worry lot thing add availability saline list
4.8182e+17,Wed Jun 25 15:23:48 +0000 2014,house senate negotiator started work veteran health bill compromise
4.8182e+17,Wed Jun 25 15:22:25 +0000 2014,poll 5 percent 2013 uninsured coverage
4.81521e+17,Tue Jun 24 19:36:26 +0000 2014,jayhancock1 report employer health cost forecast accelerate 2015
4.815e+17,Tue Jun 24 18:10:57 +0000 2014,advocate worry connecticut decision could undermine autism coverage
4.81498e+17,Tue Jun 24 18:06:00 +0000 2014,right try law experimental drug stir debate
4.81478e+17,Tue Jun 24 16:45:39 +0000 2014,measles outbreak amish ohio reconsidering vaccination
4.81454e+17,Tue Jun 24 15:09:26 +0000 2014,hepatitis c drug affect health care price
4.81454e+17,Tue Jun 24 15:08:33 +0000 2014,sec suing house committee subpoena related insider trading scandal
4.81454e+17,Tue Jun 24 15:07:18 +0000 2014,virginia house said governor plan expand medicaid
4.81176e+17,Mon Jun 23 20:45:36 +0000 2014,jordanrau c span npr talking medicare penalty hospital many patient injury
4.81166e+17,Mon Jun 23 20:06:47 +0000 2014,drug discount policy hospital
4.81095e+17,Mon Jun 23 15:22:20 +0000 2014,penalities incoming 750 hospital medicare crack patient injury
4.81094e+17,Mon Jun 23 15:20:32 +0000 2014,virginia governor vetoed part state budget medicaid vowing expand program
4.81094e+17,Mon Jun 23 15:18:30 +0000 2014,management change
4.80756e+17,Sun Jun 22 16:54:10 +0000 2014,list hospital likely penalized medicare healthcare
4.80754e+17,Sun Jun 22 16:48:52 +0000 2014,jordanrau report 750 hospital face medicare crackdown patient injury
4.80754e+17,Sun Jun 22 16:48:06 +0000 2014,1 4 hospital worst patient injury rate lose 1 medicare payment
4.80074e+17,Fri Jun 20 19:45:48 +0000 2014,toying telemedicine
4.80046e+17,Fri Jun 20 17:55:08 +0000 2014,plan kick daughter job offer coverage mandrews110 answer
4.80033e+17,Fri Jun 20 17:02:47 +0000 2014,ca health dept say la county official properly prioritize track nursing home investigation
4.80025e+17,Fri Jun 20 16:29:35 +0000 2014,gay federal employee spouse get health insurance
4.80024e+17,Fri Jun 20 16:28:24 +0000 2014,buying health insurance coverage obamacare exchange uninsured
4.8002e+17,Fri Jun 20 16:09:35 +0000 2014,senator want medicare consider patient financial status weighing hospital readmission penalty
4.79695e+17,Thu Jun 19 18:40:54 +0000 2014,public_citizen urging hospital stop partnering company low cost screening
4.79694e+17,Thu Jun 19 18:36:47 +0000 2014,rural va health care program uncertain future senator pushing save
4.79642e+17,Thu Jun 19 15:07:38 +0000 2014,kaiserfamfound survey nearly 6 10 bought health coverage health law exchange uninsured
4.79638e+17,Thu Jun 19 14:54:11 +0000 2014,hill staffer provide advance information stock trader regarding change health care policy
4.79638e+17,Thu Jun 19 14:53:08 +0000 2014,keep plan see higher premium switch save cash consumer face decision
4.79303e+17,Wed Jun 18 16:42:33 +0000 2014,hospital observation care
4.7892e+17,Tue Jun 17 15:18:44 +0000 2014,oregon may soon sue oracle health insurance exchange aca obamacare
4.78619e+17,Mon Jun 16 19:24:14 +0000 2014,ever happened fish stick publichealth
4.78594e+17,Mon Jun 16 17:43:31 +0000 2014,icymi stake birth control upcoming scotus decision
4.78566e+17,Mon Jun 16 15:53:18 +0000 2014,venture capitalist betting health data
4.78555e+17,Mon Jun 16 15:08:52 +0000 2014,many patient struggle decode language health insurance
4.78545e+17,Mon Jun 16 14:28:25 +0000 2014,senate bill could double spending va health care
4.78544e+17,Mon Jun 16 14:27:01 +0000 2014,hobby lobby health law contraception case still pending scotus stake
4.77505e+17,Fri Jun 13 17:39:15 +0000 2014,cartoon funnier friday insurance healthcare
4.77499e+17,Fri Jun 13 17:14:04 +0000 2014,stake birth control upcoming scotus decision jrovner dig
4.77484e+17,Fri Jun 13 16:12:56 +0000 2014,immigrant u illegally
4.77475e+17,Fri Jun 13 15:37:47 +0000 2014,counting scotus decision obamacare birth control mandate
4.77475e+17,Fri Jun 13 15:36:42 +0000 2014,looking lower health insurance premium increase washington state california growing le 10
4.77474e+17,Fri Jun 13 15:35:34 +0000 2014,virginia lawmaker passed budget without medicaid expansion
4.77154e+17,Thu Jun 12 18:21:51 +0000 2014,roll calling punch aca obamacare politics
4.77153e+17,Thu Jun 12 18:18:56 +0000 2014,medicare track costly hospital complication
4.77123e+17,Thu Jun 12 16:18:46 +0000 2014,hospital revenue fell 2014 1q compared final 3 month 2013
4.77121e+17,Thu Jun 12 16:10:43 +0000 2014,sf sheriff want make sure people leaving jail 30k every year health insurance
4.77111e+17,Thu Jun 12 15:30:58 +0000 2014,virginia lawmaker readying fast track budget without medicaid expansion
4.7711e+17,Thu Jun 12 15:28:39 +0000 2014,fbi opened criminal investigation va problem
4.7711e+17,Thu Jun 12 15:28:11 +0000 2014,senate backed bill overhaul va health system detail
4.76814e+17,Wed Jun 11 19:53:29 +0000 2014,second nature healthcare
4.7679e+17,Wed Jun 11 18:16:13 +0000 2014,health law boost hospital psychiatric care young
4.76766e+17,Wed Jun 11 16:39:40 +0000 2014,jrovner newshour talking health law medicaid expansion stand
4.76749e+17,Wed Jun 11 15:33:55 +0000 2014,michigan among first use financial incentive encourage people better health
4.7673e+17,Wed Jun 11 14:18:31 +0000 2014,latest health policy news
4.7673e+17,Wed Jun 11 14:15:56 +0000 2014,virginia lawmaker pas medicaid expansion
4.76729e+17,Wed Jun 11 14:14:10 +0000 2014,eric cantor loss mean obamacare
4.76463e+17,Tue Jun 10 20:36:59 +0000 2014,massachusetts nears 0 uninsured
4.76446e+17,Tue Jun 10 19:29:13 +0000 2014,forget breadcrumb insurance medicare
4.76438e+17,Tue Jun 10 18:56:59 +0000 2014,autism cost lifetime try 2 4 million jennyagold report
4.76409e+17,Tue Jun 10 17:03:15 +0000 2014,school nurse getting access student health record help give better care
4.7639e+17,Tue Jun 10 15:48:11 +0000 2014,va audit say 57
4.76104e+17,Mon Jun 09 20:48:22 +0000 2014,cbo score part health law anymore
4.76103e+17,Mon Jun 09 20:45:09 +0000 2014,rt jennyagold asked people bug medical care cost answer 1 health cost punctuate cross country trip
4.76103e+17,Mon Jun 09 20:44:35 +0000 2014,jennyagold cross country journey found big worry among american health care cost
4.76064e+17,Mon Jun 09 18:11:44 +0000 2014,1 7 million people still waiting hear allowed medicaid
4.74965e+17,Fri Jun 06 17:25:24 +0000 2014,capitol idea politics congress va
4.7495e+17,Fri Jun 06 16:23:12 +0000 2014,daughter turn 26 mid year get coverage mandrews110 answer
4.74939e+17,Fri Jun 06 15:41:39 +0000 2014,rt annagorman doctor
4.74934e+17,Fri Jun 06 15:21:04 +0000 2014,getting makeover
